OTUId,10EF3,10EI6,10EJ1,10ET5,10EU9,10EW2,10EX10,10UF3,10UG4,10UI6,10UJ1,10UL7,10US8,10UT5,10UU9,10UX10,1EF2,1EG10,1EI1,1EJ7,1EL4,1ET5,1EU9,1EW2,1EX6,1UF2,1UG10,1UI3,1UI4,1UJ9,1UM1,1US7,1UT5,1UX6,2EI3,2EJ9,2ES7,2ET5,2EU8,2UG10,2UL4,2UT8,2UU7,2UX5,3EF2,3EJ8,3EU5,3EX6,3E,3UG10,3UL3,3UI4,3UT9,3UU6,3UW1,4EF2,4EI5,4EL3,4ET9,4EU8,4EW1,4EX7,4UF1,4UG10,4UI5,4UL3,4US9,4UT8,4UU7,4UW2,5EF2,5EJ6,5EM1,5ET8,5EX5,5UF2,5UJ4,5UL6,5US7,5UW1,6EJ4,6ET7,6UF1,6UI9,6UL5,6US8,6UW2,7EI9,7EJ5,7EL4,7ET7,7EU3,7EW1,7EX8,7UF2,7UG10,7UI9,7UJ3,7UL5,7UT7,7UU6,7UW1,8EF1,8EG10,8EI8,8EJ3,8EL7,8ES4,8EW2,8EX9,8UF3,8UI9,8UJ2,8US8,8UT5,8UU7,8UW1,8UX10,9EF3,9EG5,9ES9,9EU10,9EW1,9EX8,9UF3,9UG5,9UI9,9UJ1,9UL4,9US7,9UT6,9UU10,9UW2,9UX8
OTU_128,14,0,16,35,4,4,0,32,0,0,5,9,15,6,25,2,5,0,11,83,74,1,0,1,1,4,1,5,6,7,2,23,18,0,0,0,19,0,0,0,3,0,0,0,41,130,25,1,5,2,12,10,3,1,2,0,0,0,8,0,1,0,16,2,2,1,6,4,0,2,45,5,0,7,0,0,27,0,0,1,159,8,6,20,0,3,0,0,29,0,1,1,0,2,4,0,3,1,0,1,0,0,2,0,0,15,1,5,0,0,22,9,0,0,0,0,2,0,0,0,56,13,43,78,7,0,16,0,17,22,6,0,0,14
OTU_1218,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_34,89,7,8,39,131,5,127,278,1,4,74,61,47,2232,0,181,208,87,3,40,108,16,11,3,26,1399,139,1047,178,136,45,98,1028,189,84,485,513,45,45,67,267,161,6,80,345,391,70,49,35,126,51,230,30,3,9,35,45,37,209,4,10,80,15,21,31,8,3,5,5,9,123,282,140,52,0,11,1788,96,3140,232,152,31,3,47,483,188,61,13,47,49,29,5,193,142,815,1792,125,194,924,412,1082,26,987,6,12,399,193,49,357,21,891,676,0,23,126,484,320,124,15,271,1,41,83,0,21,1011,7,165,53,7679,246,45,1026,355
OTU_354,19,0,0,66,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_322,13,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,4,0,2,6,0,3,0,5,0,0,0,3,19,0,8,0,0,0,0,0,0,0,9,0,0,1,0,17,0,0,1,0,0,0,13,0,2,0,0,5,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,12,0,6,2,3,0,0,18,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,1,1,0,0,0,0,0,35,0,27,0,0,41,0,6,0,53,0,0
OTU_407,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_98,397,37,10,166,206,5,151,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,52,0,0,21,0,0,0,162,1,0,0,7,30,2,0,110,444,0,66,37,67,27,73,171,41,206,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_36,135,18,42,12,267,20,64,6,0,0,3,0,0,16,43,0,54,50,17,90,840,1,143,37,76,5,85,25,6,19,2,10,20,5,29,11,206,10,83,117,131,88,7,111,197,265,92,432,24,30,270,417,10,53,56,3,10,0,322,0,4,5,557,259,32,17,11,305,52,194,1322,337,398,305,3358,66,9,2,4,78,133,204,76,76,126,91,120,207,120,115,249,49,380,331,131,219,24,100,196,328,47,28,1198,308,855,7230,796,583,277,15,98,315,0,160,230,219,577,13,27,448,443,340,180,759,157,75,516,201,3,93,54,1359,337,95
OTU_30,27,25,1,14,250,28,70,27,3,0,61,5,0,1593,0,5,27,352,14,66,438,2,25,5,22,110,89,51,147,11,70,62,310,33,49,782,6964,3,1969,29,617,190,10,57,745,3,100,652,115,33,52,157,36,1,25,10,11,0,327,0,6,304,14,9,8,187,0,31,7,54,1657,26,41,4,7,5,5,1,10,6,362,42,3,169,2,74,9,2,6,339,110,6,165,34,219,107,5,4,101,18,157,5,490,210,143,145,2,47,374,125,344,5,0,0,46,525,33,1,0,27,23,16,1,24,83,1219,11,615,18,115,136,141,1394,1846
OTU_1411,12,1,8,3,7,10,9,13,7,7,1,6,14,9,18,15,31,7,20,41,58,15,30,2,9,90,23,91,56,82,50,23,28,37,45,34,7,15,8,36,59,28,41,51,12,8,17,12,8,42,21,20,45,26,4,15,19,147,17,9,13,6,24,14,7,9,9,12,13,11,4,9,13,10,9,18,7,19,6,2,29,4,4,2,9,11,9,3,6,16,36,12,9,204,12,13,1,10,22,6,14,11,21,1,8,22,1,6,7,10,18,4,0,7,13,4,4,3,11,6,9,9,33,9,4,13,3,10,1,11,14,14,26,19
OTU_38,43,2,36,237,154,139,181,51,84,59,29,73,2067,0,20,153,92,68,183,1171,571,9,0,3,23,26,690,3,2,83,34,115,228,291,1,0,13,4,5,0,0,1,0,2,43,5,1,30,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,126,78,106,30,135,0,119,0,72,23,175,0,28,10,3,2,875,0,0,81,10,128,0,50,575,944,1011,29,0,229,23,1669,249,238,310,144,102,844,343,5,12,19,817,0,4,259,1306,79,0,10,80,502,527,25,0,0,1,0,0,0,539,83,5,17,90,123,36,417,36,7
OTU_357,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,1,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,0,0,1,10,1,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,21,0,1,4
OTU_192,13,1,0,31,56,0,0,0,1,0,0,1,0,3,9,0,4,7,0,0,5,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,34,0,0,0,1,0,0,0,0,1,16,2,2,0,0,21,15,0,0,0,0,0,0,0,0,1,8,167,2,15,14,19,13,60,2,0,1,1,0,0,0,0,0,0,2,4,0,0,13,0,22,0,1,8,15,0,27,13,0,13,0,1,30,10,10,2,18,1,0,0,7,14,0,0,0,6,0,0,8,3,1,0,0,9,16,6,74,0,0,3,1,15,7,0,2,2,0,44
OTU_1549,8,0,4,7,8,7,21,13,6,17,6,13,9,14,25,13,20,12,28,41,76,25,27,13,7,102,34,94,80,96,47,39,36,55,54,39,20,27,12,43,67,16,50,90,10,23,23,11,19,42,17,12,32,24,9,14,32,220,15,12,18,11,42,13,5,14,6,10,20,24,5,6,14,14,10,8,7,13,8,5,38,14,2,9,3,18,3,15,14,22,49,23,13,261,13,17,5,9,29,8,32,19,26,4,7,34,10,15,6,13,15,7,0,8,17,4,5,9,16,11,15,20,29,10,8,18,3,8,7,9,9,9,40,19
OTU_74,93,0,11,1,40,11,0,38,206,0,149,10,124,19,18,21,3,3,11,129,392,1,0,10,84,0,11,8,7,14,9,2,24,9,1,0,31,0,0,0,1,0,0,2,16,0,0,0,1,2,0,0,0,0,0,0,42,7,0,0,39,0,6,21,9,18,86,31,540,28,0,18,9,0,28,23,0,0,8,0,99,42,0,4,5,5,0,9,0,0,54,0,0,3,0,192,27,15,0,0,0,0,569,0,0,989,63,4,4,0,120,0,0,0,0,0,2,0,0,0,141,0,0,0,10,0,0,0,12,0,84,0,11,0
OTU_55,126,0,18,12,192,242,48,0,0,1,0,27,1,1,1,101,1,1,1,0,1,0,445,7,447,4,0,61,2,50,0,3,0,1,7,0,5,0,18,0,5,11,0,15,102,411,17,0,0,48,0,0,1,0,0,0,22,6,430,0,3,2,110,199,45,164,85,169,47,62,735,67,25,56,5,5,3,0,0,12,971,3,767,49,29,23,131,32,147,1036,56,16,159,13,0,24,14,1,20,141,29,1,666,0,0,125,160,19,247,0,0,0,0,0,60,46,9,0,16,112,1781,0,361,288,0,0,0,0,0,0,0,1,0,0
OTU_24,23,0,0,88,0,0,0,429,0,890,39,0,39,211,0,442,1,0,3069,0,1,0,1,2,0,7041,0,4901,0,431,1052,4278,7634,5028,1,1,0,0,0,0,3,1,1,1,102,0,1,0,0,1,0,1,13,0,0,0,0,1,0,0,39,472,0,13,1,0,1,2,9,0,0,0,32,1,0,0,103,0,0,0,0,0,0,0,0,1,0,81,986,44,6371,490,3774,761,0,0,79,0,0,0,1,91,778,76,305,1635,43,734,1228,0,1977,90,0,53,347,8,224,9,63,63,0,2,3200,0,2071,1030,4,197,133,199,188,1179,2472,1001
OTU_240,15,5,0,10,0,0,7,0,0,0,0,0,0,0,0,1,93,14,154,52,699,1,4,3,54,266,345,59,227,218,18,198,117,377,16,7,32,27,5,49,26,9,6,48,35,0,17,16,34,0,8,104,0,57,3,0,1,10,0,0,0,2,83,0,1,0,0,3,0,1,118,132,6,15,28,71,116,21,1,16,0,0,0,291,0,0,0,1,0,257,0,0,0,97,0,5,0,0,0,0,0,0,429,18,4,747,2,27,6,0,1581,0,0,0,0,0,77,1,0,17,216,0,1,0,371,3355,173,48,69,1648,208,412,578,368
OTU_26,51,0,7,35,0,45,164,52,22,75,25,56,107,67,532,0,395,21,243,49,324,41,546,22,103,1218,159,902,591,3904,208,648,1392,636,54,304,206,56,197,4,273,48,15,120,90,8,32,15,17,71,0,239,29,19,10,12,356,78,37,34,17,110,315,123,37,194,2,753,57,62,38,16,12,18,1,30,157,144,29,99,529,4,136,429,1445,486,502,150,62,504,55,186,326,1358,669,1,12,116,252,541,179,25,6,7,42,367,306,7,105,34,992,33,0,4,837,245,103,0,0,0,1,6,19,713,901,137,500,350,496,270,2185,711,2670,1619
OTU_1406,7,2,2,1,8,9,13,9,9,7,6,7,13,5,8,18,16,10,20,32,75,13,33,6,13,98,33,79,50,85,52,30,22,29,43,31,16,27,4,35,71,21,38,43,14,9,20,11,11,43,11,8,34,30,8,8,17,193,8,12,9,10,25,16,6,10,9,14,11,13,9,7,8,6,8,13,8,17,5,6,30,10,3,3,11,8,1,15,11,12,39,17,14,228,9,13,4,7,24,14,23,15,16,3,8,22,8,2,7,12,23,3,0,3,11,1,2,4,20,9,11,16,19,14,9,17,3,5,6,15,8,10,22,16
OTU_493,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_384,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,5,0,0,0,0
OTU_1633,12,1,8,3,4,1,9,6,9,10,5,8,6,7,13,8,13,9,33,40,58,13,30,4,10,70,20,74,63,68,37,32,27,34,32,31,14,20,9,41,44,21,37,49,9,8,20,12,8,50,15,12,26,18,9,13,17,173,11,11,10,5,15,11,1,16,4,11,13,18,7,5,5,8,10,12,7,8,7,3,20,16,3,5,6,9,4,7,8,6,29,12,5,174,10,14,4,5,19,8,11,13,11,5,5,22,7,7,3,7,21,3,0,2,12,2,1,9,11,9,12,13,18,16,3,16,4,6,3,17,7,16,17,21
OTU_56,16,61,6,0,0,50,58,5,0,0,7,9,0,85,0,0,1,30,0,0,39,0,69,2,82,4,19,166,6,202,0,4,11,1,5,0,31,1,15,0,3,2,0,11,34,7,47,27,0,17,3,6,12,0,0,0,67,0,1399,1,6,71,11,23,3,4,44,6,0,9,136,45,188,46,0,5,0,0,0,1,2635,20,4,5,41,17,0,11,27,91,11,3,403,48,0,9,0,0,55,3,30,0,28,2,481,362,28,13,18,0,43,0,0,0,433,12,9,0,3,10,0,1,122,0,486,34,0,0,0,1,3,42,5,0
OTU_702,14,0,6,0,1,0,1,18,8,9,21,1,10,0,1,155,0,0,1,21,99,4,0,1,11,4,0,20,0,9,0,4,0,6,0,11,178,3,0,35,44,7,0,1,15,4,0,8,234,12,0,0,47,0,7,0,0,1,1,0,0,1,1,0,5,0,1,2,11,1,95,42,0,0,0,0,25,2,39,0,8,157,1,0,24,0,2,0,1,1,0,0,0,10,8,142,0,0,443,229,214,0,3,0,1,2,0,46,0,0,8,3,0,0,2,0,0,0,3,3,15,10,4,3,47,24,0,4,0,18,15,0,125,152
OTU_1452,9,4,7,8,15,12,14,17,7,16,4,6,5,9,22,12,23,7,30,55,64,16,34,6,12,119,19,84,60,80,64,34,36,53,62,37,14,23,10,54,93,27,50,69,13,15,30,15,10,51,17,9,37,22,10,11,26,200,7,5,24,9,33,15,11,15,7,18,18,19,5,4,7,12,10,20,7,10,10,7,28,11,3,9,6,11,2,11,12,26,36,22,10,248,4,11,1,6,28,15,17,10,21,4,11,35,5,5,5,13,18,5,0,5,20,10,0,8,15,11,13,11,32,13,12,18,2,10,5,18,14,13,39,21
OTU_1045,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_305,26,0,0,0,0,0,51,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,83,0,0,0,26,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1419,14,4,7,8,9,14,9,16,17,15,4,6,5,7,18,18,19,15,31,31,67,24,33,5,15,102,24,76,66,93,51,32,39,42,60,45,18,33,11,53,71,35,49,46,11,5,15,12,15,55,16,16,35,24,10,19,40,217,15,16,15,6,21,12,9,20,8,15,12,26,12,16,11,10,10,10,8,11,11,2,39,15,7,3,7,5,6,9,7,15,39,24,11,252,8,18,2,11,19,16,15,6,21,3,6,45,9,6,8,9,23,5,0,8,15,3,1,7,12,4,15,15,25,18,12,12,7,11,8,17,8,14,30,28
OTU_1815,5,0,0,13,0,0,0,0,0,0,0,1,0,0,138,0,9,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,0,0,0,11,44,2,1,5,24,5,44,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,324,2215,0,10,1,6,0,86,0,0,0,9,2,379,6,108,25,6,0,0,2,1,2,0,0,18,29,0,0,16086,20,229,2,57,24,25,265,2896,0,0,0,83,0,601,0,1,0,1230,0,61,0,303,0,937,1,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0
OTU_1490,9,1,12,4,9,5,8,11,9,3,6,8,8,6,17,12,17,13,24,45,70,12,26,6,17,63,19,57,45,90,44,24,27,43,44,22,14,18,4,42,69,23,37,53,6,11,24,13,14,24,20,7,36,13,11,7,29,182,3,15,14,6,24,7,7,9,7,13,11,14,12,13,10,8,8,8,13,18,8,6,30,20,2,2,4,10,2,9,4,25,60,16,12,193,14,10,2,7,20,8,19,14,15,3,3,37,5,7,1,14,18,4,0,3,10,3,3,5,9,8,10,18,16,6,7,17,5,6,2,17,12,4,29,23
OTU_1693,11,0,5,0,0,0,0,0,17,0,0,4,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1816,126,534,17,64,517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,4,0,0,0,11,0,0,11,5,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_90,8,82,0,3,0,0,2,5,0,0,0,0,2,6,0,0,3,1,0,2,374,0,1,8,0,0,95,0,0,1,0,0,2,0,0,4,19,0,0,30,0,4,0,49,0,18,4,4,5,0,2,0,11,0,0,0,0,0,4,0,0,22,0,7,4,6,1,1,7,8,38,31,5,21,39,2,16,2,0,10,15,271,7,46,303,64,63,1,7,92,0,5,47,10,8,16,6,0,14,1,0,0,44,101,33,327,12,72,23,41,875,61,0,4,112,92,133,96,1,253,89,0,1091,0,9,41,45,1,0,20,22,41,46,0
OTU_18,18,6,61,41,199,1,75,132,21,3,119,94,18,198,53,197,100,162,101,245,2376,95,8,35,62,476,52,401,91,114,34,130,103,30,222,823,1610,44,19,37,786,44,2,77,135,1401,2,1436,133,581,19,165,428,1,42,5,63,48,159,0,24,9,167,119,5,1,43,6,52,103,114,366,71,25,32,7,3364,42,523,35,379,2893,2,41,495,31,0,18,115,163,24,104,10,188,1703,2728,277,7,1986,650,1076,9,645,143,165,257,6,50,9,7,1145,606,0,0,799,4,73,9,84,108,391,90,1038,327,602,383,252,1139,22,3251,1517,28,24339,11317
OTU_31,16,4,68,42,167,12,58,111,1,33,504,141,52,637,38,376,39,41,352,141,2112,68,6,28,47,148,15,738,150,228,28,153,0,40,85,419,569,35,1,22,1658,23,2,66,146,652,40,556,43,191,0,31,269,0,14,2,40,14,32,7,29,0,196,118,2,14,17,4,5,449,16,14,32,33,37,48,561,78,775,42,678,1221,5,53,178,71,356,0,35,248,53,16,91,77,480,4235,1047,40,1807,551,792,0,394,1,152,0,2,146,186,110,10692,1375,0,0,200,0,208,0,27,1,121,73,770,331,49,400,313,822,149,1052,1041,538,3334,7658
OTU_637,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_171,2,0,0,4,16,4,3,0,0,0,0,8,0,9,9,0,6,0,0,0,9,1,1,4,0,0,0,0,19,1,2,0,79,0,0,0,0,0,0,0,144,1,0,1,0,0,5,2,12,1,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,2,4,0,0,0,0,0,0,0,0,0,52,0,0,25,0,2,0,0,13,0,5,39,4,0,7,0,0,0,8,11,0,78,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,9,0,0,2,0,17,3,0,41,0,0,23
OTU_827,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_323,10,0,1,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,28,6,4,7,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,21,0,22,11,46,0,0,0,0,0,0,0,0,0,0,0
OTU_1438,6,0,7,3,7,4,8,15,1,6,4,11,7,5,15,8,11,12,20,21,48,13,19,3,11,89,16,61,45,60,30,24,33,32,28,21,15,18,6,30,57,21,25,47,9,6,9,12,5,38,13,7,27,20,10,11,31,148,5,6,11,7,14,7,6,12,0,11,14,11,6,3,13,9,4,17,6,19,7,6,29,10,3,3,3,2,2,11,8,13,37,7,6,171,9,7,7,7,17,9,19,9,21,2,7,22,5,5,5,9,7,3,0,3,17,2,1,7,15,8,10,6,17,11,9,14,3,3,3,7,8,8,19,13
OTU_141,2,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,11,25,0,4,0,1,0,0,8,30,0,0,2,1,5,0,0,15,0,0,1,17,0,0,1,0,3,0,0,0,25,98,10,0,2,11,0,0,0,15,0,0,0,117,8,3,0,40,0,13,0,6,41,19,37,105,0,1,7,2,0,116,0,0,4,14,0,0,12,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,23,0,8,0,0,0,0,14,6,0,0,0,55
OTU_264,13,8,0,12,20,1,5,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,2,3,0,0,1,15,1,0,0,0,0,1,0,0,0,0,26,0,0,0,0,13,17,0,1,3,0,0,6,0,2,0,0,0,2,0,1,0,0,19,0,0,0,0,4,0,2,0,0,1,12,0,0,0,0,0,3,14,0,0,0,0,4,0,0,0,0,0,9,2,0,54,0,0,17,0,15,0,5,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,32,5,0,106,0,3,5,0,0,1,0,11,16,0,3
OTU_59,5,5,0,0,0,40,7,16,0,0,0,6,1,60,21,0,14,15,19,4,91,0,252,0,64,48,5,24,1,1802,0,37,248,43,22,17,11,10,60,8,137,45,3,16,75,2,0,90,9,104,0,51,0,1,5,0,21,6,22,0,0,32,8,23,0,8,3,10,0,0,1787,15,1,6,0,64,17,4,11,5,19,77,250,109,82,12,433,12,10,110,0,1,13,1,7,6,0,0,15,3,2,0,325,10,5,1085,41,10,126,87,131,3,0,0,61,14,8,0,0,5,75,20,15,16,336,157,0,0,21,5,1,345,2,78
OTU_830,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
OTU_14,3,157,72,13,467,160,76,2,13,46,153,287,144,84,54,788,1595,348,430,922,6984,77,153,708,344,784,308,538,1790,415,157,1656,2146,641,577,584,768,708,842,399,3834,836,92,868,3260,1697,3140,3164,1381,1504,4881,5002,8337,941,979,26,119,62,90,43,10,113,3683,433,26,291,104,899,67,398,1460,809,651,838,2706,130,39,179,393,355,3751,477,52,634,237,950,256,169,808,561,526,278,1234,447,218,1490,1087,111,1361,1812,673,175,2681,403,653,4800,558,1214,1169,291,4044,228,0,52,1542,1223,1336,505,709,1562,1663,660,1073,714,1002,626,539,1032,376,1236,76,486,2808,2226
OTU_380,6,2,0,0,11,0,1,0,0,0,4,0,0,3,7,0,0,4,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,11,0,3,0,2,16,0,2,0,0,0,0,0,0,1,18,0,6,2,5,0,10,0,0,0,0,0,9,0,21,0,1,1,35,12,3,0,26,1,0,0,0,0,2,3,1,0,0,0,20,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_620,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
